client_id,product_name,date
2184,попкорн,2024-06-29
4554,цельное молоко,2024-08-26
3361,тропические фрукты,2024-03-04
2999,говядина,2024-04-16
2614,цельное молоко,2024-06-24
4064,сосиски,2024-06-04
3567,тропические фрукты,2024-10-03
2587,консервированное пиво,2024-05-06
3783,готовая продукция,2024-06-16
1923,напитки,2024-02-14
4835,мясо для гамбургера,2024-02-19
1514,цельное молоко,2024-08-23
3154,готовая продукция,2024-06-21
1313,другие овощи,2024-12-24
2794,ветчина,2024-07-17
2359,другие овощи,2024-04-08
2238,творог,2024-03-08
3795,бутылочное пиво,2024-01-17
3724,творог,2024-11-25
1152,цельное молоко,2024-03-04
4559,цельное молоко,2024-03-15
3922,десерт,2024-02-27
1709,колбаса,2024-04-21
2219,другие овощи,2024-04-16
2206,ветчина,2024-10-16
1752,другие овощи,2024-04-05
3942,другие овощи,2024-11-09
3296,сода,2024-08-16
2257,травы,2024-02-05
4313,сосиски,2024-07-27
2001,булочки,2024-08-20
2449,творог,2024-07-07
4914,сосиски,2024-04-11
2764,другие овощи,2024-07-23
4187,корм для собак,2024-05-08
1392,специальный батончик,2024-04-19
3427,творог,2024-04-27
1411,сосиски,2024-02-20
3390,сода,2024-11-13
4787,говядина,2024-07-31
3310,консервированное пиво,2024-01-17
1782,свинина,2024-10-09
3375,сосиски,2024-04-25
2760,колбаса,2024-01-07
4249,консервированное пиво,2024-09-12
2904,специальный шоколад,2024-06-05
4090,творог,2024-02-26
3060,консервированное пиво,2024-07-04
3768,цельное молоко,2024-10-06
1232,булочки,2024-01-21
1360,свинина,2024-10-22
1107,цитрусовые,2024-09-30
2865,комнатные растения,2024-11-03
2958,булочки,2024-06-13
2448,масло,2024-07-11
1222,сгущенное молоко,2024-09-23
2943,колбаса,2024-06-19
2270,цельное молоко,2024-08-10
3812,колбаса,2024-07-20
1482,напитки,2024-11-21
4720,напитки,2024-02-22
1344,бутилированная вода,2024-09-03
2397,газеты,2024-10-03
4182,чистящее средство,2024-05-11
4487,колбаса,2024-07-09
3467,газеты,2024-12-23
2443,колбаса,2024-11-14
2749,напитки,2024-01-27
4389,белое вино,2024-04-12
1674,колбаса,2024-12-03
4262,мясо,2024-10-15
2082,сосиски,2024-04-06
4494,мороженое,2024-01-06
2460,консервированное пиво,2024-09-27
4509,тропические фрукты,2024-11-28
2267,мясо,2024-07-02
4891,цельное молоко,2024-09-04
3962,колбаса,2024-09-19
4964,сосиски,2024-07-17
2914,мясо,2024-11-29
2808,корнеплоды,2024-05-04
1085,корнеплоды,2024-08-14
3808,цельное молоко,2024-08-17
4149,цитрусовые,2024-01-07
2331,цитрусовые,2024-06-04
4475,другие овощи,2024-04-02
2761,цитрусовые,2024-04-24
2620,колбаса,2024-12-13
3206,сосиски,2024-10-12
1226,твердый сыр,2024-04-12
1395,сливочный сыр,2024-03-06
2465,индейка,2024-06-06
3572,свинина,2024-07-08
4387,цельное молоко,2024-05-07
1555,булочки,2024-03-26
1181,колбаса,2024-11-15
2814,мороженое,2024-05-10
2794,ликер,2024-09-15
2912,фрукты с косточками,2024-01-28
4667,корнеплоды,2024-01-12
2235,сода,2024-10-24
2353,сода,2024-05-01
3449,колбаса,2024-03-07
1058,корнеплоды,2024-11-09
1027,свинина,2024-05-16
3302,свинина,2024-05-21
2229,шоколад,2024-05-29
2188,фруктовый/овощной сок,2024-08-14
1547,маринованные овощи,2024-04-17
1649,бутилированная вода,2024-06-29
3254,сосиски,2024-09-09
2818,тропические фрукты,2024-11-06
2703,консервированное пиво,2024-05-07
3332,корнеплоды,2024-01-31
2473,мясо,2024-06-30
2810,сосиски,2024-12-29
1033,тропические фрукты,2024-04-21
4222,тропические фрукты,2024-05-26
3679,цитрусовые,2024-09-20
2212,мясо для гамбургера,2024-08-26
1507,курица,2024-06-21
2870,курица,2024-01-21
3429,сосиски,2024-04-25
4148,консервированное пиво,2024-04-08
2970,индейка,2024-12-29
2013,упакованные фрукты/овощи,2024-08-29
3967,паста,2024-05-29
2885,цитрусовые,2024-05-14
3935,колбаса,2024-07-01
3283,цельное молоко,2024-04-30
3268,консервированное пиво,2024-11-05
3677,цитрусовые,2024-04-29
3495,ликер (закуска),2024-06-26
1410,цитрусовые,2024-10-03
2440,колбаса,2024-06-05
4088,курица,2024-01-13
2469,мясо для гамбургера,2024-09-22
4229,колбаса,2024-03-05
2728,говядина,2024-08-01
4694,цитрусовые,2024-01-25
2836,UHT-молоко,2024-12-28
1311,конфеты,2024-02-12
1760,газеты,2024-01-23
3656,говядина,2024-03-01
3720,колбаса,2024-05-27
2996,сосиски,2024-09-25
1949,консервированное пиво,2024-07-21
4498,бутылочное пиво,2024-02-11
2447,лук,2024-12-27
1952,тропические фрукты,2024-03-22
4099,бутилированная вода,2024-01-27
1804,говядина,2024-03-11
1510,колбаса,2024-05-15
2879,лак для волос,2024-04-17
4899,курица,2024-03-11
4326,свинина,2024-09-28
1670,мороженое,2024-05-16
1117,мясо,2024-05-23
1346,другие овощи,2024-04-02
1178,бутилированная вода,2024-11-14
1649,тропические фрукты,2024-06-24
4651,фото/пленка,2024-06-20
4243,колбаса,2024-04-01
4429,виноград,2024-07-20
4645,домашние яйца,2024-07-24
4019,булочки,2024-07-23
4459,тропические фрукты,2024-04-25
3006,курица,2024-12-26
1834,сосиски,2024-09-16
3236,ягоды,2024-07-03
1765,маргарин,2024-03-10
3855,тропические фрукты,2024-03-08
4392,ветчина,2024-11-27
3330,мясо для гамбургера,2024-07-25
1723,йогурт,2024-09-01
4110,сода,2024-03-29
2600,йогурт,2024-01-28
2946,сода,2024-10-06
2426,бутилированная вода,2024-09-07
4170,колбаса,2024-05-02
1109,цитрусовые,2024-04-05
3429,сумки для покупок,2024-01-04
2055,газеты,2024-02-04
2480,сосиски,2024-09-19
2441,колбаса,2024-05-29
1054,сосиски,2024-10-03
4818,соль,2024-01-11
3379,масло,2024-01-21
3939,творог,2024-02-10
1367,другие овощи,2024-08-04
1043,цитрусовые,2024-01-10
2231,сосиски,2024-10-16
3235,корнеплоды,2024-12-27
4554,тропические фрукты,2024-07-15
3245,говядина,2024-01-24
2996,ягоды,2024-05-18
2507,консервированное пиво,2024-01-05
4186,взбитые/сметана,2024-10-24
3929,корнеплоды,2024-04-27
3760,цельное молоко,2024-11-21
4928,говядина,2024-08-17
4217,замороженные овощи,2024-12-17
1174,булочки,2024-02-11
4103,цельное молоко,2024-06-18
4408,цельное молоко,2024-03-12
2588,цитрусовые,2024-12-27
2598,выпечка,2024-11-10
1518,сосиски,2024-12-10
2702,тропические фрукты,2024-04-07
1001,сосиски,2024-01-20
2270,ягоды,2024-09-29
2838,булочки,2024-11-09
1683,корнеплоды,2024-05-25
4040,йогурт,2024-04-02
3897,другие овощи,2024-08-22
2200,ягоды,2024-03-10
4073,ягоды,2024-01-29
3700,другие овощи,2024-04-18
3973,булочки,2024-06-09
2715,ветчина,2024-07-05
3967,цельное молоко,2024-11-22
4002,тропические фрукты,2024-09-02
2962,бутилированная вода,2024-02-29
4340,пахта,2024-12-24
2092,газеты,2024-11-05
3143,кофе,2024-05-23
2209,бутылочное пиво,2024-10-02
2816,лук,2024-08-21
2659,мясо для гамбургера,2024-05-31
1588,колбаса,2024-10-12
1144,твердый сыр,2024-10-14
2166,колбаса,2024-12-09
3300,мясо для гамбургера,2024-10-05
3944,лук,2024-01-03
4979,кофе,2024-04-23
2630,сумки для покупок,2024-01-21
4240,йогурт,2024-04-28
2357,сода,2024-07-07
1743,нарезанный сыр,2024-04-17
2331,колбаса,2024-02-15
1643,йогурт,2024-04-27
1291,домашние яйца,2024-03-19
3675,цельное молоко,2024-07-03
4134,мясо,2024-11-05
1363,средство для мытья посуды,2024-06-20
4212,другие овощи,2024-04-30
1500,цельное молоко,2024-03-20
2622,другие овощи,2024-09-30
3543,тропические фрукты,2024-03-17
2525,разрыхлитель,2024-05-23
1264,специальный батончик,2024-10-11
3601,мороженое,2024-07-05
1771,сосиски,2024-03-22
4694,консервированное пиво,2024-02-06
1122,бутилированная вода,2024-12-20
3507,другие овощи,2024-08-11
4524,цитрусовые,2024-04-25
3612,колбаса,2024-09-26
3262,домашние яйца,2024-06-10
1897,свинина,2024-01-25
1656,специальный сыр,2024-10-29
3953,свинина,2024-01-10
1488,говядина,2024-06-20
1652,другие овощи,2024-03-16
4953,курица,2024-09-15
3445,сода,2024-04-29
3180,цельное молоко,2024-03-14
4934,булочки,2024-09-05
2980,бутылочное пиво,2024-04-26
2763,корнеплоды,2024-02-13
4819,выпечка,2024-03-03
3169,ягоды,2024-07-01
1850,цитрусовые,2024-03-10
4285,цельное молоко,2024-12-28
4366,сода,2024-08-12
2253,бутилированная вода,2024-06-15
3398,тропические фрукты,2024-03-10
2215,соленая закуска,2024-07-21
3737,бутилированная вода,2024-03-02
2649,шоколад,2024-11-27
3203,цитрусовые,2024-08-06
4261,бутилированная вода,2024-02-16
2435,лук,2024-07-16
2046,десерт,2024-08-20
4267,говядина,2024-02-11
1086,булочки,2024-12-27
1992,говядина,2024-01-04
3622,сода,2024-07-25
4700,кофе,2024-06-26
2272,булочки,2024-05-15
1663,свинина,2024-05-18
2519,сода,2024-06-02
2639,колбаса,2024-10-29
1466,говядина,2024-04-18
4122,цельное молоко,2024-10-22
3598,свинина,2024-04-14
3097,ягоды,2024-08-09
1873,колбаса,2024-09-18
1537,бутилированная вода,2024-02-01
3960,тропические фрукты,2024-03-24
1136,травы,2024-06-14
2453,йогурт,2024-12-20
1746,продукты быстрого приготовления,2024-02-15
3572,специальный шоколад,2024-06-08
3246,кофе,2024-06-23
3207,бутылочное пиво,2024-11-25
1042,говядина,2024-02-12
1176,цельное молоко,2024-03-29
3054,сосиски,2024-02-23
4486,сосиски,2024-12-01
1580,другие овощи,2024-12-04
1623,сосиски,2024-11-01
4169,цельное молоко,2024-11-23
2254,сосиски,2024-01-24
4095,другие овощи,2024-10-31
1264,бутилированная вода,2024-11-16
3375,свинина,2024-01-06
3242,бутилированная вода,2024-05-22
2227,другие овощи,2024-06-06
3847,мясо для гамбургера,2024-12-02
3897,мясо для гамбургера,2024-05-30
1799,сумки для покупок,2024-09-26
2920,цельное молоко,2024-04-25
3713,мороженое,2024-01-31
4230,выпечка,2024-11-04
1455,ветчина,2024-03-17
3687,сосиски,2024-03-17
3869,колбаса,2024-07-31
2988,бутылочное пиво,2024-10-13
4242,бутилированная вода,2024-03-29
4118,мясо,2024-12-23
4996,десерт,2024-10-23
4489,другие овощи,2024-03-03
1199,напитки,2024-11-08
4108,ветчина,2024-05-11
3484,специальный батончик,2024-06-04
1239,черный хлеб,2024-08-30
4839,цельное молоко,2024-12-18
4748,булочки,2024-05-06
4426,бутылочное пиво,2024-06-05
3571,средства для домашних животных,2024-12-10
2852,цитрусовые,2024-06-07
3638,свинина,2024-05-25
3635,другие овощи,2024-03-09
2723,белое вино,2024-05-06
3495,цельное молоко,2024-03-10
2813,фрукты с косточками,2024-11-15
2799,сахар,2024-09-01
4723,тропические фрукты,2024-05-21
3313,корнеплоды,2024-04-07
4748,сода,2024-12-14
2991,цельное молоко,2024-02-16
1483,тропические фрукты,2024-03-31
3950,белый хлеб,2024-09-30
1634,черный хлеб,2024-01-16
2694,тропические фрукты,2024-11-20
2707,домашние яйца,2024-10-17
2813,кофе,2024-07-15
2276,сода,2024-01-11
4726,цельное молоко,2024-02-06
4353,бутылочное пиво,2024-05-24
4017,свинина,2024-08-12
1422,другие овощи,2024-08-20
2714,йогурт,2024-03-14
2769,игристое вино,2024-07-20
4166,бутилированная вода,2024-04-29
3614,цитрусовые,2024-03-01
4361,мясо для гамбургера,2024-09-04
1922,упакованные фрукты/овощи,2024-09-21
4728,другие овощи,2024-09-05
3646,сода,2024-08-07
1155,цельное молоко,2024-08-09
2119,травы,2024-06-10
1602,цитрусовые,2024-08-28
1074,напитки,2024-06-23
2256,женские гигиенические средства,2024-04-10
1348,сода,2024-09-16
3806,тропические фрукты,2024-08-27
1711,сода,2024-06-05
3959,белый хлеб,2024-04-11
1590,кофе,2024-08-14
1962,тропические фрукты,2024-06-07
1766,свинина,2024-01-21
2551,цитрусовые,2024-10-20
2294,сосиски,2024-09-22
4531,сосиски,2024-05-28
2957,сосиски,2024-04-11
4415,другие овощи,2024-01-27
1476,йогурт,2024-08-25
3978,колбаса,2024-07-22
2062,цельное молоко,2024-09-21
3252,фрукты с косточками,2024-06-27
3922,цельное молоко,2024-06-23
1491,корнеплоды,2024-10-16
3526,лук,2024-08-25
4060,специальный шоколад,2024-12-10
1067,мясо для гамбургера,2024-04-07
2840,фото/пленка,2024-01-27
4484,булочки,2024-11-26
2353,консервированное пиво,2024-02-07
3130,консервированное пиво,2024-02-18
4273,другие овощи,2024-06-13
4565,консервированное пиво,2024-12-29
2504,творог,2024-08-13
4127,масло,2024-10-22
2690,другие овощи,2024-03-31
4129,цельное молоко,2024-09-21
4511,говядина,2024-06-28
1602,колбаса,2024-08-03
4369,сода,2024-02-01
1302,фруктовый/овощной сок,2024-09-28
3326,булочки,2024-04-29
2066,фрукты с косточками,2024-05-20
3483,замороженные овощи,2024-01-15
2840,напитки,2024-02-12
1807,мясо для гамбургера,2024-05-17
2067,корнеплоды,2024-08-11
3783,консервированное пиво,2024-02-17
2884,замороженные овощи,2024-01-04
2908,консервированное пиво,2024-03-14
1330,газеты,2024-07-09
2293,булочки,2024-05-07
3718,мясо для гамбургера,2024-05-19
4338,фрукты с косточками,2024-01-25
3486,консервированное пиво,2024-11-07
3635,виноград,2024-09-03
2857,корнеплоды,2024-02-18
3684,цитрусовые,2024-08-12
3120,пищевая пленка/пакеты,2024-10-19
3872,сосиски,2024-03-18
2777,цельное молоко,2024-04-06
2702,свинина,2024-05-26
4796,курица,2024-06-28
1564,колбаса,2024-10-22
2740,специальный батончик,2024-07-01
1833,взбитые/сметана,2024-04-12
1757,корнеплоды,2024-12-22
2975,булочки,2024-10-23
4032,другие овощи,2024-08-09
3979,цитрусовые,2024-09-15
3772,цельное молоко,2024-03-08
4523,сосиски,2024-10-27
4004,кофе,2024-04-18
2936,ветчина,2024-06-07
2394,консервированное пиво,2024-06-20
4616,консервированное пиво,2024-08-15
2362,консервированное пиво,2024-07-07
3593,фрукты с косточками,2024-11-02
4389,свинина,2024-08-26
3206,мыло,2024-08-10
4601,фрукты с косточками,2024-01-04
4382,говядина,2024-11-12
2718,колбаса,2024-06-07
4691,замороженная курица,2024-10-11
3735,сода,2024-11-27
3900,тропические фрукты,2024-12-19
4959,другие овощи,2024-06-29
1815,говядина,2024-08-29
2454,мясо,2024-04-07
4778,мясо,2024-01-15
2289,бутилированная вода,2024-11-03
1734,булочки,2024-07-12
4019,выпечка,2024-02-05
4605,свинина,2024-05-27
4864,фрукты с косточками,2024-11-13
4205,говядина,2024-02-22
1862,говядина,2024-08-02
1846,булочки,2024-07-18
2019,цитрусовые,2024-05-27
2042,мясо,2024-11-18
1768,напитки,2024-05-25
3847,говядина,2024-03-25
3557,ветчина,2024-07-19
3975,мясо для гамбургера,2024-02-27
4198,говядина,2024-03-17
2580,говядина,2024-09-03
3474,корнеплоды,2024-08-24
1678,цитрусовые,2024-11-13
4254,йогурт,2024-08-13
4704,тропические фрукты,2024-08-20
3343,сосиски,2024-05-09
3812,говядина,2024-06-23
3093,сумки для покупок,2024-03-12
2170,консервированное пиво,2024-06-17
4867,булочки,2024-10-28
3899,другие овощи,2024-03-22
2941,мясо для гамбургера,2024-10-02
1958,мясо для гамбургера,2024-07-02
2760,сосиски,2024-08-07
4413,бутылочное пиво,2024-08-02
1737,тропические фрукты,2024-05-14
4202,сода,2024-02-18
1065,сосиски,2024-11-12
3819,курица,2024-06-27
2854,кофе,2024-02-08
4387,цельное молоко,2024-09-15
4530,маргарин,2024-04-11
4191,тропические фрукты,2024-11-02
3102,мясо,2024-12-03
1946,сливочный сыр,2024-01-25
2156,газеты,2024-05-14
1444,булочки,2024-12-15
1699,цитрусовые,2024-05-13
4954,цельное молоко,2024-05-03
2207,сосиски,2024-04-07
4826,ветчина,2024-01-28
2374,сосиски,2024-06-07
1604,колбаса,2024-08-17
4437,домашние яйца,2024-11-28
2319,цельное молоко,2024-05-09
3018,булочки,2024-06-26
1195,цельное молоко,2024-09-27
1768,колбаса,2024-09-03
3017,творог,2024-09-27
3384,бутилированная вода,2024-11-28
1918,говядина,2024-01-30
2524,сосиски,2024-10-16
2798,курица,2024-06-16
2096,колбаса,2024-01-25
1489,свинина,2024-03-12
1431,йогурт,2024-07-19
2747,цельное молоко,2024-07-04
3054,сосиски,2024-03-21
2691,говядина,2024-10-08
1752,фрукты с косточками,2024-04-18
3027,колбаса,2024-09-14
4452,выпечка,2024-06-16
4129,курица,2024-08-12
3523,корнеплоды,2024-11-08
2128,цельное молоко,2024-02-11
4867,моющее средство,2024-02-03
4762,булочки,2024-10-29
1632,товары для дома,2024-05-28
4018,йогурт,2024-11-16
1722,тропические фрукты,2024-07-12
1438,тропические фрукты,2024-10-18
3958,творог,2024-10-26
3292,говядина,2024-09-12
2861,цельное молоко,2024-02-23
1757,свинина,2024-02-24
1509,другие овощи,2024-12-29
2364,булочки,2024-05-10
3084,сосиски,2024-10-25
1850,йогурт,2024-02-17
1949,цельное молоко,2024-03-16
4740,бутилированная вода,2024-10-01
1072,сосиски,2024-10-22
4196,булочки,2024-07-08
4814,цельное молоко,2024-09-12
1514,булочки,2024-02-28
4584,курица,2024-10-24
2751,тропические фрукты,2024-02-03
4155,колбаса,2024-09-23
4670,колбаса,2024-10-10
4566,сосиски,2024-07-26
2371,UHT-молоко,2024-08-29
3442,булочки,2024-11-13
3090,консервированное пиво,2024-09-26
1457,йогурт,2024-01-09
4952,взбитые/сметана,2024-04-07
3165,булочки,2024-01-11
2608,булочки,2024-09-18
2040,напитки,2024-10-06
1327,булочки,2024-08-08
3363,булочки,2024-01-07
1731,бутылочное пиво,2024-09-08
2760,цитрусовые,2024-08-01
3120,бутилированная вода,2024-01-14
1332,выпечка,2024-04-29
4530,домашние яйца,2024-09-11
3145,говядина,2024-02-23
1099,плавленый сыр,2024-08-12
3188,тропические фрукты,2024-12-05
3748,упакованные фрукты/овощи,2024-10-12
4655,цельное молоко,2024-03-30
1827,мясо,2024-04-30
2485,лук,2024-02-17
4683,сосиски,2024-01-15
4358,говядина,2024-11-05
1931,говядина,2024-10-08
2490,колбаса,2024-12-17
4842,курица,2024-12-07
4616,консервированное пиво,2024-01-01
2810,колбаса,2024-09-21
2785,тропические фрукты,2024-10-17
3591,сосиски,2024-07-19
3896,колбаса,2024-09-09
3842,говядина,2024-06-30
2648,тропические фрукты,2024-07-09
4688,йогурт,2024-10-01
3511,сосиски,2024-08-25
3084,бутылочное пиво,2024-09-03
3810,виноград,2024-05-06
4348,напитки,2024-02-26
3584,творог,2024-03-09
2620,мороженое,2024-06-10
2716,колбаса,2024-01-18
3797,другие овощи,2024-08-09
2976,десерт,2024-06-01
2762,декальцинатор,2024-11-06
3752,консервированное пиво,2024-04-24
1659,кофе,2024-11-29
4109,ягоды,2024-02-08
1542,свинина,2024-08-06
2068,сосиски,2024-06-06
4509,свинина,2024-06-13
4646,сосиски,2024-06-13
2122,замороженный десерт,2024-04-06
2730,курица,2024-06-14
1800,уксус,2024-07-30
1456,булочки,2024-09-17
1138,цельное молоко,2024-09-01
4104,свинина,2024-06-11
4985,булочки,2024-02-28
3181,виноград,2024-12-12
3178,сосиски,2024-10-20
1688,готовая продукция,2024-11-09
1488,лук,2024-11-27
4975,тропические фрукты,2024-05-07
4697,другие овощи,2024-01-09
4742,ветчина,2024-01-11
2640,другие овощи,2024-04-21
2548,творог,2024-12-24
2825,колбаса,2024-12-28
2592,консервированное пиво,2024-07-03
3622,ветчина,2024-12-27
4852,упакованные фрукты/овощи,2024-08-20
1839,мясо,2024-09-02
2413,цельное молоко,2024-04-03
2982,консервированное пиво,2024-06-13
1981,курица,2024-10-30
4440,булочки,2024-09-20
3497,средства для домашних животных,2024-11-23
3668,корнеплоды,2024-12-17
4460,выпечка,2024-05-27
1335,сосиски,2024-01-16
4303,курица,2024-12-06
3508,замороженный десерт,2024-02-28
1959,цитрусовые,2024-03-18
3856,колбаса,2024-03-05
3141,корнеплоды,2024-07-28
4640,корнеплоды,2024-09-24
4851,бутылочное пиво,2024-05-24
3306,сосиски,2024-09-21
2193,корнеплоды,2024-04-07
1156,ягоды,2024-09-12
4596,мясо для гамбургера,2024-04-07
1245,тропические фрукты,2024-10-07
1515,сосиски,2024-07-04
2564,сосиски,2024-07-13
4527,сода,2024-10-17
2487,мороженое,2024-07-08
3420,говядина,2024-02-27
4442,цельное молоко,2024-11-27
3164,свинина,2024-04-29
3601,цельное молоко,2024-03-31
3176,бутылочное пиво,2024-05-24
2568,свинина,2024-07-21
1856,корнеплоды,2024-10-25
3859,консервированное пиво,2024-09-29
1668,цитрусовые,2024-08-20
4499,фрукты с косточками,2024-08-22
1753,корнеплоды,2024-08-20
3829,тропические фрукты,2024-06-24
4825,говядина,2024-01-08
3694,курица,2024-11-09
4147,цитрусовые,2024-01-02
2196,мясо,2024-10-08
2229,сливочный сыр,2024-05-21
4724,цитрусовые,2024-09-02
3066,специальный батончик,2024-10-10
1120,мясо,2024-06-07
4769,цитрусовые,2024-08-21
4711,сосиски,2024-09-16
2391,цитрусовые,2024-06-21
1216,индейка,2024-03-03
3154,цитрусовые,2024-05-13
3911,колбаса,2024-07-29
3111,газеты,2024-10-14
1385,цельное молоко,2024-11-25
1158,йогурт,2024-03-20
2733,йогурт,2024-07-21
4999,бутилированная вода,2024-12-25
2882,ягоды,2024-06-11
2590,упакованные фрукты/овощи,2024-06-24
4249,сосиски,2024-08-03
3012,орехи/чернослив,2024-05-02
1533,цитрусовые,2024-11-06
1667,говядина,2024-01-12
4323,цельное молоко,2024-05-12
2087,другие овощи,2024-02-22
1853,говядина,2024-05-30
2157,рыба,2024-10-28
1136,другие овощи,2024-10-28
2049,тропические фрукты,2024-10-06
3122,кофе,2024-05-01
2245,колбаса,2024-05-14
4746,мясо,2024-10-17
4224,курица,2024-02-24
4219,ягоды,2024-03-18
2641,замороженные блюда,2024-01-01
3173,взбитые/сметана,2024-07-24
2191,говядина,2024-10-18
4212,курица,2024-04-06
1902,курица,2024-11-30
1347,говядина,2024-03-26
1578,упакованные фрукты/овощи,2024-06-22
1264,сахар,2024-11-22
4632,сосиски,2024-09-29
3452,ягоды,2024-10-31
4822,бутилированная вода,2024-02-10
3987,колбаса,2024-06-17
1672,цельное молоко,2024-10-06
4864,мороженое,2024-11-30
3368,сосиски,2024-03-08
1283,корнеплоды,2024-09-21
4428,колбаса,2024-06-27
2577,колбаса,2024-10-24
1973,говядина,2024-10-23
3284,фруктовый/овощной сок,2024-01-23
1905,сахар,2024-05-18
2226,ягоды,2024-03-08
1932,йогурт,2024-09-03
